sent_id,entity1,entity2,sent,processed_sent,label,sent_id.1
TRAIN_SENT_ID_258683,刘禅,刘备,不过 刘禅 有 一个 缺点 ， 对 忠臣 的 依赖 程度 相当 高 ， 甚至 比 刘备 的 依赖 程度 更高 ， 因此 刘禅 对于 忠臣 的 有 更 多 的 要求 。,人物一 一个 缺点  忠臣 依赖 程度 相当 高  人物二 依赖 程度 更高  人物一 忠臣 更 要求,-1,
TRAIN_SENT_ID_276462,尤氏,贾珍,尤氏 叮咛 贾珍 “ 你 那里 寻 一个 好 大夫 给 他 瞧瞧 要紧 ， 可 别 耽误 了 ！ ”,人物一 叮咛 人物二  寻 一个 大夫 瞧瞧 要紧  耽误,1,
TRAIN_SENT_ID_270543,关平,关羽,"也就是说 , 关平 是 关羽 的 亲子 。",也就是说  人物一 人物二 亲子,-1,
TRAIN_SENT_ID_272543,宋江,宋太公,宋江 经过 还道 村遇 九天 玄女 的 奇遇 后 ， 梁山 好汉 终于 来 救 ， 宋清 和 宋太公 都 得以 安全 上山 。,人物一 还道 村遇 九天 玄女 奇遇  梁山 好汉 终于 救  宋清 人物二 得以 安全 上山,-1,
TRAIN_SENT_ID_262844,熊美玲,林秋离,No.163 爱 你 卡多 林秋离 熊美玲,爱 卡多 人物二 人物一,1,
TRAIN_SENT_ID_268060,樊梨花,薛丁山,樊龙 接到 苏凤 关于 程咬金 送 粮草 的 书信 ， 薛丁山 答应 去 接应 ， 他出 了 一个 好 主意 ， 樊梨花 派 人 拦 着 了 程咬金 ， 不料 却是 薛丁山 。,樊龙 接到 苏凤 程咬金 送 粮草 书信  人物二 答应 接应  他出 一个 主意  人物一 派 拦 程咬金  却是 人物二,1,
TRAIN_SENT_ID_273986,白素,卫斯理,有 很多 人 喜欢 理智 、 机警 的 白素 ， 而 对 冲动 鲁莽 的 卫斯理 很 不 满意 [ 2 - 3 ] 。,很多 喜欢 理智  机警 人物一  冲动 鲁莽 人物二 满意,1,
TRAIN_SENT_ID_276712,刘梅,夏东海,夏东海 也 说 刘梅 的 心愿 应该 得到 满足 。,人物二 说 人物一 心愿 应该 得到 满足,1,
TRAIN_SENT_ID_249912,张无忌,赵敏,倚天剑 的 主人 ， 峨眉 派 掌门 周芷若 ， 与 张无忌 青梅竹马 ， 对 他 情根 早种 ， 为了 得 回 意中人 ， 也 为了 完成 抗元 大业 ， 不惜一切 对付 赵敏 。,倚天剑 主人  峨眉 派 掌门 周芷若  人物一 青梅竹马  情根 早种  回 意中人  完成 抗元 大业  不惜一切 对付 人物二,1,
TRAIN_SENT_ID_250296,秦始皇,胡亥,秦始皇 解释 图 谶 的 内容 而 戒备 胡人 啊 ， 防备 于 外敌 而亡于 内部 的 胡亥 。,人物一 解释 图 谶 内容 戒备 胡人  防备 外敌 而亡于 内部 人物二,-1,
TRAIN_SENT_ID_276741,丁夫人,曹操,丁夫人 丁氏休 曹 : 建安 二年 （ 197 ） 初 ， 曹操 统领 大军 ， 讨伐 张绣 ， 进驻 宛 。,人物一 丁氏休 曹  建安 二年    初  人物二 统领 大军  讨伐 张绣  进驻 宛,1,
TRAIN_SENT_ID_282685,刘之冰,茹萍,旗下 艺人 : 富大龙 、 饶敏莉 、 刘之冰 、 茹萍 、 侯璎珏 、 颜丹晨 等 ；,旗下 艺人  富大龙  饶敏莉  人物一  人物二  侯璎珏  颜丹晨,1,
TRAIN_SENT_ID_276253,西门吹雪,孙秀青,据闻 孙秀青 抱 着 西门吹雪 的 孩子 回 了 峨眉 。,据闻 人物二 抱 人物一 孩子 回 峨眉,1,
TRAIN_SENT_ID_262300,汪精卫,陈璧君,吴玉章 《 辛亥革命 》 十三 ： “ 汪精卫 、 陈璧君 则 作 了 狗彘不食 、 遗臭万年 的 无耻 汉奸 。 ”,吴玉章  辛亥革命  十三   人物一  人物二 作 狗彘不食  遗臭万年 无耻 汉奸,1,
TRAIN_SENT_ID_279197,安琪,齐远,齐远 感叹 ， 安琪 一直 抗拒 出门 ， 有 一大 部门 原因 是因为 媒体 ， 可是 她 现在 居然 不 抗拒 了 。,人物二 感叹  人物一 一直 抗拒 出门  一大 部门 原因 是因为 媒体  现在 居然 抗拒,1,
TRAIN_SENT_ID_275846,孙霸,孙权,後 来 孙霸 夺 嫡 失败 ， 250 年 被 孙权 赐死 ， 而 太 子孙 和 也 被 废为 庶人 。,後 人物一 夺 嫡 失败   年 人物二 赐死  太 子孙 废为 庶人,-1,
TRAIN_SENT_ID_274271,贾敬,贾珍,第 53 回 祭祖 ， 由 “ 贾敬 主祭 ， 贾赦 陪祭 ， 贾珍 献爵 ， 贾琏贾 琮 献 帛 ， 宝玉 捧 香 ， 贾菖 ， 贾菱 展 拜垫 ， 守 焚池 。 ”,回 祭祖   人物一 主祭  贾赦 陪祭  人物二 献爵  贾琏贾 琮 献 帛  宝玉 捧 香  贾菖  贾菱 展 拜垫  守 焚池,-1,
TRAIN_SENT_ID_267928,杨宗保,杨延昭,李玉茹 — — 穆桂英 黄正勤 — — 杨宗保 孙正阳 — — 穆瓜 王啸 麟 — — 杨延昭,李玉茹   穆桂英 黄正勤   人物一 孙正阳   穆瓜 王啸 麟   人物二,-1,
TRAIN_SENT_ID_278945,汪涵,杨乐乐,湖南卫视 歌手 ： 张勇 ， 主持人 ： 李锐 、 张丹丹 、 汪涵 、 杨乐乐 、 李维嘉 、 李兵 、 李湘 、 马可 ，,湖南卫视 歌手  张勇  主持人  李锐  张丹丹  人物一  人物二  李维嘉  李兵  李湘  马可,1,
TRAIN_SENT_ID_263444,江清霞,施正杰,这 一集 江清霞 去 找 施正杰 要说 什么 话 的 一断 也 没放 ！,一集 人物一 找 人物二 要说 话 一断 没放,1,
TRAIN_SENT_ID_282573,赵一楠,马丽娟,妻子 马丽娟 ， 辽宁省 戏校 教师 ， 育有 一对 龙凤 双胞胎 ： 赵一楠 和 赵一涵 。,妻子 人物二  辽宁省 戏校 教师  育有 一对 龙凤 双胞胎  人物一 赵一涵,-1,
TRAIN_SENT_ID_285030,庄月明,李嘉诚,港人 都 知道 李嘉诚 和 庄月明 情深似海 ， 所以 至今 无人 向 他 提及 续弦 之 事 。,港人 知道 人物二 人物一 情深似海  无人 提及 续弦 事,1,
TRAIN_SENT_ID_277370,樊姬,楚庄王,楚庄王 这才 明白 樊姬 的 良苦用心 ， 终于 痛改前非 ， 专心 朝政 。,人物二 这才 明白 人物一 良苦用心  终于 痛改前非  专心 朝政,1,
TRAIN_SENT_ID_253590,沈浪,朱七七,只是 后来 朱七七 再度 闯祸 ， 累 徐若愚 横死 ， 白飞飞 失踪 ， 金无望 断臂 ， 沈浪 怒责 她 ， 朱七七 伤心欲绝 地 离去 。,后来 人物二 再度 闯祸  累 徐若愚 横死  白飞飞 失踪  金无望 断臂  人物一 怒责  人物二 伤心欲绝 离去,1,
TRAIN_SENT_ID_277491,余鱼同,李沅芷,3 感情 经历 : 金笛秀才 余鱼同 ， 暗恋 骆冰 ， 后来 娶 了 一心 爱慕 他 的 李沅芷 。,感情 经历  金笛秀才 人物一  暗恋 骆冰  后来 娶 一心 爱慕 人物二,1,
TRAIN_SENT_ID_274214,岳雷,岳飞,清代 修撰 的 《 利津县 志 》 和 《 岳 氏族谱 》 都 记载 他 是 南 宋抗金 名将 岳飞 后裔 ， 系 岳雷 一脉 。,清代 修撰  利津县 志   岳 氏族谱  记载 南 宋抗金 名将 人物二 后裔  系 人物一 一脉,-1,
TRAIN_SENT_ID_287122,何超欣,何鸿燊,何超欣 - 富商 何鸿燊 女儿 ( 现就读 玛利 曼 小学 ）,人物一  富商 人物二 女儿  现就读 玛利 曼 小学,-1,
TRAIN_SENT_ID_277065,龙非离,年璇玑,年璇玑 怎会 忘 了 龙非离 ？,人物二 怎会 忘 人物一,1,
TRAIN_SENT_ID_251089,尤三姐,柳湘莲,尤三姐 羞愤 自刎 ， 柳湘莲 悔恨 不已 看破红尘 出家 ....,人物一 羞愤 自刎  人物二 悔恨 不已 看破红尘 出家,1,
TRAIN_SENT_ID_267115,公子羽,明月心,为了 公子羽 假扮 成 与 翠 浓 长相 极 似的 明月心 接近 傅红雪 。,人物一 假扮 成 翠 浓 长相 极 人物二 接近 傅红雪,1,
TRAIN_SENT_ID_258330,张兆和,沈从文,黄侃 娶 了 自己 的 学生 ， 和 鲁迅 许广平 、 沈从文 张兆和 一样 ， 在 民国 学界 文坛 轰动一时 。,黄侃 娶 学生  鲁迅 许广平  人物二 人物一  民国 学界 文坛 轰动一时,1,
TRAIN_SENT_ID_279609,晏紫,李圣根,晏紫 与 李圣根 是 在 2006 年 的 广州 网球 公开赛 期间 通过 朋友 介绍 认识 的 。,人物一 人物二  年 广州 网球 公开赛 期间 朋友 介绍 认识,1,
TRAIN_SENT_ID_265925,杨绛,钱钟书,《 中国 文学史 资料 全编 ： 钱钟书 杨绛 研究 资料 》 是 2010 年 知识产权 出版社 出版 的 一本 图书 ， 作者 是 田 蕙兰 、 马光 裕 、 陈珂 玉 。,中国 文学史 资料 全编  人物二 人物一 研究 资料   年 知识产权 出版社 出版 一本 图书  作者 田 蕙兰  马光 裕  陈珂 玉,1,
TRAIN_SENT_ID_261030,岳不群,岳灵珊,新建 页 面谈 岳不群 、 岳灵珊 、 林平之,新建 页 面谈 人物一  人物二  林平之,-1,
TRAIN_SENT_ID_253730,申雪,赵宏博,申雪 和 赵宏博,人物一 人物二,1,
TRAIN_SENT_ID_264503,吴健雄,袁家骝,在 袁家骝 和 吴健雄 的 建议 下 ， 袁家倜 在 天津 开 了 一家 西餐厅 。,人物二 人物一 建议  袁家倜 天津 开 一家 西餐厅,1,
TRAIN_SENT_ID_262770,熊美玲,林秋离,No.316 海鸥 的 天空 林秋离 熊美玲 林琼珑,海鸥 天空 人物二 人物一 林琼珑,1,
TRAIN_SENT_ID_261518,关兴,关羽,越吉 曾用 它 杀 得 关兴 胆寒 ， 并 将 其 打落 断涧 ， 但 随后 就 被 关羽 （ 鬼魂 ） 打 跑 。,越吉 曾用 杀 人物一 胆寒  打落 断涧  人物二  鬼魂  跑,-1,
TRAIN_SENT_ID_249345,后稷,姜嫄,康对山 《 武功 县志 》 载 ： 后稷 庙 、 姜嫄 祠 “ 今俱亡 矣 ” ， 而 “ 今 （ 明正德 时 ） 后稷 祠 在 城内 西 上 ， 故宝 意寺址 也 。,康对山  武功 县志  载  人物一 庙  人物二 祠  今俱亡     明正德 时  人物一 祠 城内 西  故宝 意寺址,-1,
TRAIN_SENT_ID_274850,晏几道,晏殊,一般 讲 到 北宋 词人 时 ， 称 晏殊 为大晏 ， 称 晏几道 晏几道 为 小 晏 。,讲 北宋 词人 时  称 人物二 为大晏  称 人物一 人物一 晏,-1,
TRAIN_SENT_ID_259928,花月奴,江枫,可叹 的 是 她 不是 孩子 ， 江枫 和 花月奴 也 不是 玩具 。,可叹 孩子  人物二 人物一 玩具,1,
TRAIN_SENT_ID_265674,贾环,贾政,赵姨娘 在 求 贾政 把 彩霞 给 贾环 做 妾 时 ， 同样 也 是 摒退 丫鬟 ， 大进 谗言 ， 说 宝玉 房里 早已 有人 了 ， 贾环 房里 也 应该 有个 云云 。,赵姨娘 求 人物二 彩霞 人物一 做 妾 时  同样 摒退 丫鬟  大进 谗言  说 宝玉 房里 早已 有人  人物一 房里 应该 有个,-1,
TRAIN_SENT_ID_284574,孔原,许明,邓小平 与 卓琳 的 婚礼 在 杨家岭 毛泽东 的 窑洞 前 举行 ， 同时 举行 婚礼 的 还有 中央军委 总政治部 组织部长 孔原 和 许明 。,邓小平 卓琳 婚礼 杨家岭 毛泽东 窑洞 前 举行  举行 婚礼 中央军委 总政治部 组织部长 人物一 人物二,1,
TRAIN_SENT_ID_273246,秦香莲,陈世美,《 秦香莲 》 ： 演小 陈世美,人物一   演小 人物二,1,
TRAIN_SENT_ID_281933,贺捷生,贺龙,贺捷生 文革 经历 : “ 文革 ” 中 ， 贺龙 等 一大批 开国元勋 成为 首先 被 打倒 的 对象 ， 贺龙元帅 被 林彪 、 “ 四人帮 ” 迫害致死 。,人物一 文革 经历   文革  中  人物二 一大批 开国元勋 成为 打倒 对象  人物二元帅 林彪   四人帮  迫害致死,-1,
TRAIN_SENT_ID_257332,贾珍,尤氏,尤氏 ， 曹雪芹 小说 《 红楼梦 》 中 的 人物 ， 贾珍 的 继室 。,人物二  曹雪芹 小说  红楼梦  中 人物  人物一 继室,1,
TRAIN_SENT_ID_273187,黄苗子,郁风,黄苗子 的 版本 是 ： 我 记得 是 和 郁风 在 叶浅予 家 见面 的 。,人物一 版本  记得 人物二 叶浅予 家 见面,1,
TRAIN_SENT_ID_276811,丁夫人,曹操,曹操 的 原配 是 丁夫人 。,人物二 原配 人物一,1,
TRAIN_SENT_ID_282126,王菁,何炅,最好 的 朋友 ： 何炅 、 龙丹妮 、 王菁 、 柯蓝,最好 朋友  人物二  龙丹妮  人物一  柯蓝,1,
TRAIN_SENT_ID_256816,朱军,谭梅,在 朱军 众多 的 崇拜者 中有 一个 叫 谭梅 的 姑娘 。,人物一 众多 崇拜者 中有 一个 人物二 姑娘,1,
TRAIN_SENT_ID_269986,姚明,叶莉,职业生涯 : 初露峥嵘 : 叶莉 叶莉 是 比 姚明 小 一岁 。,职业生涯  初露峥嵘  人物二 人物二 人物一 一岁,1,
TRAIN_SENT_ID_271912,阎婆惜,宋江,宋江 不过 是 郓城县 的 一个 小小 科长 ， 杀 阎婆惜 前 ， 活动 范围 恐怕 连 郓城县 都 没有 超出 过 。,人物二 郓城县 一个 小小 科长  杀 人物一 前  活动 范围 恐怕 郓城县 没有 超出,1,
TRAIN_SENT_ID_265714,贾环,贾政,再说 贾环 、 贾兰 叔侄 两个 ， 送 了 贾政 灵柩 到 了 金陵 ， 在 祖茔 安葬 已毕 ， 回转 家中 。,人物一  贾兰 叔侄 两个  送 人物二 灵柩 金陵  祖茔 安葬 已毕  回转 家中,-1,
TRAIN_SENT_ID_264484,吴健雄,袁家骝,顾问 ： 雷洁琼 费孝通 卢嘉锡 吴健雄 袁家骝 桥 口 隆吉,顾问  雷洁琼 费孝通 卢嘉锡 人物一 人物二 桥 口 隆吉,1,
TRAIN_SENT_ID_256134,蒋介石,宋美龄,蒋介石 马上 明白 ， 所谓 马马虎虎 ， 以 宋美龄 的 标准 便是 可以 录用 了 。,人物一 马上 明白  所谓 马马虎虎  人物二 标准 便是 录用,1,
TRAIN_SENT_ID_275304,潘巧云,杨雄,二十二 、 在 《 新 水浒 》 中 杨雄 在 翠屏山 上 只 杀 了 潘巧云 ， 而 原著 中是 将 潘巧云 和 丫鬟 迎儿 一并 杀 了 。,二十二   新 水浒  中 人物二 翠屏山 杀 人物一  原著 中是 人物一 丫鬟 迎儿 一并 杀,1,
TRAIN_SENT_ID_248926,阮星竹,段正淳,阮星竹 在 段正淳 的 情妇 们 中间 ， 似乎 是 最 缺少 主见 心地 柔软 之 人 。,人物一 人物二 情妇 中间  似乎 缺少 主见 心地 柔软,1,
TRAIN_SENT_ID_254338,金友庄,高凌风,20110314 欢乐 智多星 开录 胡瓜 、 钱映伊 、 高凌风 、 金友庄,欢乐 智多星 开录 胡瓜  钱映伊  人物二  人物一,1,
TRAIN_SENT_ID_275942,黄日华,黄芷晴,黄日华 称 黄芷晴 有 演戏 天分 ， 肯学 、 够 放 、 不 怯场 又 比较 机灵 ， 能 做到 导演 好多 要求 ， 以 新人 的 表现 ， 可说是 绰绰有余 能 见得 人 。,人物一 称 人物二 演戏 天分  肯学  够 放  怯场 比较 机灵  做到 导演 好多 要求  新人 表现  可说是 绰绰有余 见得,-1,
TRAIN_SENT_ID_276277,西门吹雪,孙秀青,而 恰在此时 ， 江湖 中 发生 连续 命案 ， 而 被杀者 居然 都 和 西门吹雪 有着 千丝万缕 的 关系 ， 最后 竟连 孙秀青 也 为 神秘 人 所 杀 ！,恰在此时  江湖 中 发生 连续 命案  被杀者 居然 人物一 有着 千丝万缕 关系  最后 竟连 人物二 神秘 杀,1,
TRAIN_SENT_ID_281606,白岩松,朱宏钧,当 白岩松 满头大汗 地载 着 朱宏钧 来到 宿舍楼 下时 ， 不远处 飘 来 烤红薯 的 清香 ， 令 两个 年轻人 顿感 饥肠辘辘 。,人物一 满头大汗 地载 人物二 来到 宿舍楼 下时  不远处 飘 烤红薯 清香  令 两个 年轻人 顿感 饥肠辘辘,1,
TRAIN_SENT_ID_250072,张无忌,赵敏,赵敏 还是 张无忌 的 女人 吗 ?,人物二 人物一 女人,1,
TRAIN_SENT_ID_268778,张翠山,张无忌,主线 流程 篇 : 故事 从 张翠山 夫妇 回到 中原 ， 张无忌 被 玄冥 二老 掳走 开始 。,主线 流程 篇  故事 人物一 夫妇 回到 中原  人物二 玄冥 二老 掳走,-1,
TRAIN_SENT_ID_285465,范晓萤,胡亦枫,松柏 道馆 ： 若白 、 范晓萤 、 喻初 原 、 胡亦枫 、 吴秀琴 、 吴秀 达 、 喻初薇 （ 小说 版 ） 、 阿茵 （ 茵茵 ） 、 宋萍 萍,松柏 道馆  若白  人物一  喻初 原  人物二  吴秀琴  吴秀 达  喻初薇  小说 版   阿茵  茵茵   宋萍 萍,1,
TRAIN_SENT_ID_249921,张无忌,赵敏,新 新版 ： 张无忌 妄娶 四 美的 想法 甚至 都 和 赵敏 说 了 ， 而 这 在 第二 版里 是 没有 的 ， 第二 版 只是 说 张无忌 梦中 妄想 同娶 四美 。,新 新版  人物一 妄娶 四 美的 想法 人物二 说  第二 版里 没有  第二 版 说 人物一 梦中 妄想 同娶 四美,1,
TRAIN_SENT_ID_267337,许志安,郑秀文,5 、 郭富城 、 许志安 、 郑秀文 、 梁汉文 《 火热 动感 1992 》,郭富城  人物一  人物二  梁汉文  火热 动感,1,
TRAIN_SENT_ID_273513,殷素素,张翠山,4 张翠山 和 殷素素 / 142,人物二 人物一,1,
TRAIN_SENT_ID_256433,刘禅,甘夫人,建安 十二年 春 ， 甘夫人 生 刘禅 。,建安 十二年 春  人物二 生 人物一,-1,
TRAIN_SENT_ID_274484,潘汉年,董慧,潘汉年 的 后事 料理 完毕 ， 董慧 回到 江 茶场 ， 更为 寂寞 孤苦 。,人物一 后事 料理 完毕  人物二 回到 江 茶场  更为 寂寞 孤苦,1,
TRAIN_SENT_ID_272234,金正恩,金正日,金正恩 称 ， 这是 遵守 了 金正日 的 遗训 。,人物一 称  这是 遵守 人物二 遗训,-1,
TRAIN_SENT_ID_268280,秦始皇,扶苏,年少时 的 扶苏 机智 聪颖 ， 生具 一副 悲天悯人 的 慈悲 心肠 ， 因此 在 政见 上 ， 经常 与 暴虐 的 秦始皇 背道而驰 。,年少时 人物二 机智 聪颖  生具 一副 悲天悯人 慈悲 心肠  政见  经常 暴虐 人物一 背道而驰,-1,
TRAIN_SENT_ID_261483,谢依纯,马国毕,"2011.09 . 22 明星 夫妻 合体 舞蹈 比赛 ( 下 ) 来宾 ： 沈玉琳 芽芽 , 黄镫辉 萁 萁 , 马国毕 谢依纯 , 艾力克斯 李咏娴 , Kimiko",明星 夫妻 合体 舞蹈 比赛   来宾  沈玉琳 芽芽  黄镫辉 萁 萁  人物二 人物一  艾力克斯 李咏娴,1,
TRAIN_SENT_ID_283059,余克稷,张瑞芳,"张瑞芳 和 他 书信往来 近 一年 , 如果 有 一个 星期 收不到 余克稷 端端正正 字体 的 来信 , 她 就 不安 地 期盼 着 。",人物二 书信往来 近 一年  一个 星期 收不到 人物一 端端正正 字体 来信  不安 期盼,1,
TRAIN_SENT_ID_255753,蒋介石,宋美龄,国共 内战 期间 ， 陈诚 胃出血 发作 ， 谭祥 哭求 宋美龄 ， 请 调回 陈诚 ， 蒋介石 派 名医 戚寿南 赴 沈阳 治疗 ， 并 批准 陈诚 辞职 。,国共 内战 期间  陈诚 胃出血 发作  谭祥 哭求 人物二  请 调回 陈诚  人物一 派 名医 戚寿南 赴 沈阳 治疗  批准 陈诚 辞职,1,
TRAIN_SENT_ID_258578,刘禅,刘备,后 ( 因为 君主 刘备 已死 ， 现任 君主 为 刘禅 了 ) 第 1 、 9 字节 的 值 可能,君主 人物二 已死  现任 君主 人物一     字节 值 可能,-1,
TRAIN_SENT_ID_263889,刘嘉玲,梁朝伟,2012 年 ， 曾华倩 采访 刘嘉玲 时 故意 称 “ 我们 的 梁朝伟 ” ， 并 提到 张曼玉 ， 抛出 尖锐 问题 。,年  曾华倩 采访 人物一 时 故意 称  人物二   提到 张曼玉  抛出 尖锐 问题,1,
TRAIN_SENT_ID_253763,申雪,赵宏博,凭借 战胜 伤病 、 进军 冬奥 的 勇气 的 决心 ， 赵宏博 在 离开 冰场 后 的 第 88 天 ， 神奇 地 重新 站 在 冰场 上 ， 重新 与 申雪 拉上 了 手 。,战胜 伤病  进军 冬奥 勇气 决心  人物二 离开 冰场  天  神奇 重新 站 冰场  重新 人物一 拉上 手,1,
TRAIN_SENT_ID_284318,薛葵,薛刚,（ 电视剧 《 隋唐 英雄 之 薛刚反唐 》 角色 ） : 薛刚 之妻 ， 薛葵 之母 。,电视剧  隋唐 英雄 人物二反唐  角色   人物二 之妻  人物一 之母,-1,
TRAIN_SENT_ID_253770,申雪,赵宏博,中国 著名 选手 申雪 和 赵宏博 的 托举 双人滑 的 托举 与 冰上 舞蹈 的 托举 区别 在于 ， 冰舞托举 的 高度 不能 过肩 。,中国 著名 选手 人物一 人物二 托举 双人滑 托举 冰上 舞蹈 托举 区别  冰舞托举 高度 不能 过肩,1,
TRAIN_SENT_ID_258423,张兆和,沈从文,沈从文 与 张兆和 · 乡下人 喝到 了 甜酒,人物二 人物一  乡下人 喝到 甜酒,1,
TRAIN_SENT_ID_276096,陈三立,陈宝箴,陈宝箴 是 “ 戊戌变法 ” 中 湖南 新政 的 主帅 ， 陈三立 作为 他 的 儿子 ， 鞍前马后 ， 为 维新 大声疾呼 。,人物二  戊戌变法  中 湖南 新政 主帅  人物一 儿子  鞍前马后  维新 大声疾呼,-1,
